id,contact,month,day_of_week,duration,campaign
4126,telephone,may,mon,142,3
4127,telephone,may,mon,123,2
4128,telephone,may,mon,65,3
4129,telephone,may,mon,420,1
4130,telephone,may,mon,100,2
4131,telephone,may,mon,403,2
4132,telephone,may,mon,229,3
4133,telephone,may,mon,445,2
4134,telephone,may,mon,206,4
4135,telephone,may,mon,182,2
4136,telephone,may,mon,183,2
4137,telephone,may,mon,140,2
4138,telephone,may,mon,134,3
4139,telephone,may,mon,88,35
4140,telephone,may,mon,234,13
4141,telephone,may,mon,215,3
4142,telephone,may,mon,194,5
4143,telephone,may,mon,394,2
4144,telephone,may,mon,5,2
4145,telephone,may,mon,408,2
4146,telephone,may,mon,114,2
4147,telephone,may,mon,210,2
4148,telephone,may,mon,243,6
4149,telephone,may,mon,180,6
4150,telephone,may,mon,8,2
4151,telephone,may,mon,313,2
4152,telephone,may,mon,1622,2
4153,telephone,may,mon,324,2
4154,telephone,may,mon,205,3
4155,telephone,may,mon,194,2
4156,telephone,may,mon,165,5
4157,telephone,may,mon,86,7
4158,telephone,may,mon,160,2
4159,telephone,may,mon,492,6
4160,telephone,may,mon,187,3
4161,telephone,may,mon,197,4
4162,telephone,may,mon,95,5
4163,telephone,may,mon,159,3
4164,telephone,may,mon,967,6
4165,telephone,may,mon,260,3
4166,telephone,may,mon,109,2
4167,telephone,may,mon,579,5
4168,telephone,may,mon,124,42
4169,telephone,may,mon,158,5
4170,telephone,may,mon,162,10
4171,telephone,may,mon,211,2
4172,telephone,may,mon,173,5
4173,telephone,may,mon,73,7
4174,telephone,may,mon,220,3
4175,telephone,may,mon,110,2
4176,telephone,may,mon,99,22
4177,telephone,may,mon,112,7
4178,telephone,may,mon,168,4
4179,telephone,may,mon,283,3
4180,telephone,may,mon,235,7
4181,telephone,may,mon,138,8
4182,telephone,may,mon,374,6
4183,telephone,may,mon,353,4
4184,telephone,may,mon,147,2
4185,telephone,may,mon,332,10
4186,telephone,may,mon,179,9
4187,telephone,may,mon,396,9
4188,telephone,may,mon,492,9
4189,telephone,may,mon,360,2
4190,telephone,may,mon,175,2
4191,telephone,may,mon,97,9
4192,telephone,may,mon,84,3
4193,telephone,may,mon,57,7
4194,telephone,may,mon,105,11
4195,telephone,may,mon,886,3
4196,telephone,may,mon,182,8
4197,telephone,may,mon,467,4
4198,telephone,may,mon,21,11
4199,telephone,may,mon,470,4
4200,telephone,may,mon,85,3
4201,telephone,may,mon,120,7
4202,telephone,may,mon,298,2
4203,telephone,may,mon,249,2
4204,telephone,may,mon,87,5
4205,telephone,may,mon,622,2
4206,telephone,may,mon,195,4
4207,telephone,may,mon,179,2
4208,telephone,may,mon,58,10
4209,telephone,may,mon,1218,3
4210,telephone,may,mon,500,3
4211,telephone,may,mon,66,9
4212,telephone,may,mon,328,10
4213,telephone,may,mon,3078,4
4214,telephone,may,tue,21,7
4215,telephone,may,tue,150,1
4216,telephone,may,tue,148,5
4217,telephone,may,tue,102,1
4218,telephone,may,tue,91,1
4219,telephone,may,tue,201,1
4220,telephone,may,tue,70,1
4221,telephone,may,tue,19,15
4222,telephone,may,tue,82,9
4223,telephone,may,tue,59,1
4224,telephone,may,tue,182,1
4225,telephone,may,tue,365,4
4226,telephone,may,tue,257,1
4227,telephone,may,tue,280,1
4228,telephone,may,tue,16,10
4229,telephone,may,tue,249,1
4230,telephone,may,tue,140,1
4231,telephone,may,tue,184,1
4232,telephone,may,tue,20,12
4233,telephone,may,tue,686,1
4234,telephone,may,tue,107,2
4235,telephone,may,tue,224,1
4236,telephone,may,tue,172,1
4237,telephone,may,tue,19,1
4238,telephone,may,tue,125,4
4239,telephone,may,tue,280,1
4240,telephone,may,tue,216,1
4241,telephone,may,tue,109,1
4242,telephone,may,tue,81,1
4243,telephone,may,tue,409,2
4244,telephone,may,tue,146,1
4245,telephone,may,tue,83,1
4246,telephone,may,tue,226,1
4247,telephone,may,tue,191,1
4248,telephone,may,tue,171,1
4249,telephone,may,tue,13,12
4250,telephone,may,tue,133,1
4251,telephone,may,tue,656,1
4252,telephone,may,tue,1205,1
4253,telephone,may,tue,202,6
4254,telephone,may,tue,206,1
4255,telephone,may,tue,202,1
4256,telephone,may,tue,79,1
4257,telephone,may,tue,196,1
4258,telephone,may,tue,186,4
4259,telephone,may,tue,532,1
4260,telephone,may,tue,97,2
4261,telephone,may,tue,234,5
4262,telephone,may,tue,216,1
4263,telephone,may,tue,297,1
4264,telephone,may,tue,1882,2
4265,telephone,may,tue,243,1
4266,telephone,may,tue,98,1
4267,telephone,may,tue,81,1
4268,telephone,may,tue,1334,1
4269,telephone,may,tue,190,1
4270,telephone,may,tue,142,3
4271,telephone,may,tue,775,1
4272,telephone,may,tue,335,1
4273,telephone,may,tue,168,1
4274,telephone,may,tue,68,2
4275,telephone,may,tue,217,1
4276,telephone,may,tue,68,1
4277,telephone,may,tue,119,1
4278,telephone,may,tue,160,1
4279,telephone,may,tue,294,10
4280,telephone,may,tue,57,1
4281,telephone,may,tue,297,2
4282,telephone,may,tue,90,1
4283,telephone,may,tue,600,1
4284,telephone,may,tue,38,1
4285,telephone,may,tue,217,1
4286,telephone,may,tue,142,1
4287,telephone,may,tue,26,1
4288,telephone,may,tue,369,1
4289,telephone,may,tue,29,1
4290,telephone,may,tue,274,1
4291,telephone,may,tue,214,1
4292,telephone,may,tue,24,1
4293,telephone,may,tue,793,2
4294,telephone,may,tue,182,2
4295,telephone,may,tue,71,1
4296,telephone,may,tue,203,1
4297,telephone,may,tue,166,1
4298,telephone,may,tue,167,1
4299,telephone,may,tue,37,1
4300,telephone,may,tue,154,1
4301,telephone,may,tue,394,1
4302,telephone,may,tue,127,1
4303,telephone,may,tue,264,1
4304,telephone,may,tue,231,1
4305,telephone,may,tue,320,1
4306,telephone,may,tue,618,1
4307,telephone,may,tue,101,1
4308,telephone,may,tue,110,1
4309,telephone,may,tue,121,3
4310,telephone,may,tue,85,1
4311,telephone,may,tue,265,1
4312,telephone,may,tue,171,1
4313,telephone,may,tue,345,1
4314,telephone,may,tue,224,1
4315,telephone,may,tue,171,1
4316,telephone,may,tue,67,1
4317,telephone,may,tue,186,1
4318,telephone,may,tue,269,1
4319,telephone,may,tue,115,1
4320,telephone,may,tue,273,1
4321,telephone,may,tue,65,1
4322,telephone,may,tue,434,1
4323,telephone,may,tue,148,1
4324,telephone,may,tue,507,1
4325,telephone,may,tue,253,1
4326,telephone,may,tue,27,1
4327,telephone,may,tue,100,1
4328,telephone,may,tue,116,1
4329,telephone,may,tue,124,1
4330,telephone,may,tue,66,2
4331,telephone,may,tue,233,2
4332,telephone,may,tue,380,1
4333,telephone,may,tue,90,1
4334,telephone,may,tue,258,1
4335,telephone,may,tue,92,2
4336,telephone,may,tue,423,1
4337,telephone,may,tue,215,2
4338,telephone,may,tue,209,1
4339,telephone,may,tue,181,1
4340,telephone,may,tue,201,1
4341,telephone,may,tue,360,6
4342,telephone,may,tue,155,1
4343,telephone,may,tue,81,2
4344,telephone,may,tue,40,1
4345,telephone,may,tue,447,1
4346,telephone,may,tue,137,1
4347,telephone,may,tue,184,1
4348,telephone,may,tue,121,1
4349,telephone,may,tue,138,4
4350,telephone,may,tue,207,6
4351,telephone,may,tue,309,1
4352,telephone,may,tue,134,1
4353,telephone,may,tue,1777,1
4354,telephone,may,tue,284,1
4355,telephone,may,tue,70,2
4356,telephone,may,tue,774,1
4357,telephone,may,tue,62,1
4358,telephone,may,tue,247,2
4359,telephone,may,tue,318,3
4360,telephone,may,tue,277,2
4361,telephone,may,tue,126,3
4362,telephone,may,tue,411,1
4363,telephone,may,tue,85,1
4364,telephone,may,tue,378,1
4365,telephone,may,tue,83,1
4366,telephone,may,tue,71,3
4367,telephone,may,tue,102,2
4368,telephone,may,tue,869,2
4369,telephone,may,tue,208,2
4370,telephone,may,tue,199,4
4371,telephone,may,tue,47,1
4372,telephone,may,tue,253,1
4373,telephone,may,tue,244,1
4374,telephone,may,tue,311,1
4375,telephone,may,tue,177,1
4376,telephone,may,tue,217,2
4377,telephone,may,tue,189,1
4378,telephone,may,tue,152,1
4379,telephone,may,tue,151,1
4380,telephone,may,tue,24,1
4381,telephone,may,tue,212,1
4382,telephone,may,tue,184,1
4383,telephone,may,tue,473,2
4384,telephone,may,tue,485,1
4385,telephone,may,tue,140,1
4386,telephone,may,tue,172,1
4387,telephone,may,tue,77,2
4388,telephone,may,tue,396,1
4389,telephone,may,tue,274,2
4390,telephone,may,tue,88,2
4391,telephone,may,tue,129,2
4392,telephone,may,tue,346,2
4393,telephone,may,tue,474,2
4394,telephone,may,tue,268,2
4395,telephone,may,tue,222,2
4396,telephone,may,tue,139,2
4397,telephone,may,tue,1313,2
4398,telephone,may,tue,72,5
4399,telephone,may,tue,309,1
4400,telephone,may,tue,61,2
4401,telephone,may,tue,246,3
4402,telephone,may,tue,205,2
4403,telephone,may,tue,347,6
4404,telephone,may,tue,381,2
4405,telephone,may,tue,355,1
4406,telephone,may,tue,256,1
4407,telephone,may,tue,211,2
4408,telephone,may,tue,211,1
4409,telephone,may,tue,66,12
4410,telephone,may,tue,1452,10
4411,telephone,may,tue,487,2
4412,telephone,may,tue,610,2
4413,telephone,may,tue,120,1
4414,telephone,may,tue,464,2
4415,telephone,may,tue,547,7
4416,telephone,may,tue,152,2
4417,telephone,may,tue,522,1
4418,telephone,may,tue,227,9
4419,telephone,may,tue,129,2
4420,telephone,may,tue,1376,2
4421,telephone,may,tue,37,1
4422,telephone,may,tue,360,1
4423,telephone,may,tue,51,1
4424,telephone,may,tue,834,6
4425,telephone,may,tue,195,10
4426,telephone,may,tue,106,1
4427,telephone,may,tue,194,1
4428,telephone,may,tue,535,1
4429,telephone,may,tue,182,1
4430,telephone,may,tue,296,1
4431,telephone,may,tue,201,1
4432,telephone,may,tue,281,1
4433,telephone,may,tue,150,1
4434,telephone,may,tue,76,1
4435,telephone,may,tue,79,1
4436,telephone,may,tue,359,2
4437,telephone,may,tue,332,2
4438,telephone,may,tue,592,1
4439,telephone,may,tue,166,1
4440,telephone,may,tue,245,1
4441,telephone,may,tue,138,8
4442,telephone,may,tue,369,1
4443,telephone,may,tue,158,1
4444,telephone,may,tue,261,1
4445,telephone,may,tue,131,1
4446,telephone,may,tue,592,1
4447,telephone,may,tue,412,1
4448,telephone,may,tue,137,2
4449,telephone,may,tue,324,1
4450,telephone,may,tue,266,1
4451,telephone,may,tue,335,1
4452,telephone,may,tue,235,2
4453,telephone,may,tue,697,2
4454,telephone,may,tue,170,2
4455,telephone,may,tue,272,2
4456,telephone,may,tue,1042,17
4457,telephone,may,tue,271,1
4458,telephone,may,tue,378,3
4459,telephone,may,tue,107,1
4460,telephone,may,tue,78,2
4461,telephone,may,tue,383,1
4462,telephone,may,tue,185,1
4463,telephone,may,tue,254,1
4464,telephone,may,tue,107,1
4465,telephone,may,tue,157,1
4466,telephone,may,tue,85,2
4467,telephone,may,tue,249,3
4468,telephone,may,tue,163,2
4469,telephone,may,tue,112,2
4470,telephone,may,tue,188,3
4471,telephone,may,tue,148,1
4472,telephone,may,tue,145,2
4473,telephone,may,tue,415,2
4474,telephone,may,tue,742,2
4475,telephone,may,tue,129,1
4476,telephone,may,tue,37,9
4477,telephone,may,tue,120,1
4478,telephone,may,tue,185,2
4479,telephone,may,tue,1045,1
4480,telephone,may,tue,204,1
4481,telephone,may,tue,205,2
4482,telephone,may,tue,74,2
4483,telephone,may,tue,190,2
4484,telephone,may,tue,325,3
4485,telephone,may,tue,650,3
4486,telephone,may,tue,148,2
4487,telephone,may,tue,38,8
4488,telephone,may,tue,625,2
4489,telephone,may,tue,175,3
4490,telephone,may,tue,134,3
4491,telephone,may,tue,97,8
4492,telephone,may,tue,282,2
4493,telephone,may,tue,304,2
4494,telephone,may,tue,438,2
4495,telephone,may,tue,999,3
4496,telephone,may,tue,127,2
4497,telephone,may,tue,446,2
4498,telephone,may,tue,289,3
4499,telephone,may,tue,217,4
4500,telephone,may,tue,169,1
4501,telephone,may,tue,247,3
4502,telephone,may,tue,140,1
4503,telephone,may,tue,60,6
4504,telephone,may,tue,99,1
4505,telephone,may,tue,26,14
4506,telephone,may,tue,128,6
4507,telephone,may,tue,215,3
4508,telephone,may,tue,64,1
4509,telephone,may,tue,52,10
4510,telephone,may,tue,216,2
4511,telephone,may,tue,292,1
4512,telephone,may,tue,129,7
4513,telephone,may,tue,201,4
4514,telephone,may,tue,210,2
4515,telephone,may,tue,114,1
4516,telephone,may,tue,657,1
4517,telephone,may,tue,88,1
4518,telephone,may,tue,147,2
4519,telephone,may,tue,443,1
4520,telephone,may,tue,73,1
4521,telephone,may,tue,127,8
4522,telephone,may,tue,1063,2
4523,telephone,may,tue,446,2
4524,telephone,may,tue,252,2
4525,telephone,may,tue,80,2
4526,telephone,may,tue,1446,1
4527,telephone,may,tue,144,2
4528,telephone,may,tue,412,2
4529,telephone,may,tue,222,2
4530,telephone,may,tue,29,16
4531,telephone,may,tue,165,2
4532,telephone,may,tue,154,2
4533,telephone,may,tue,202,3
4534,telephone,may,tue,723,2
4535,telephone,may,tue,550,2
4536,telephone,may,tue,130,2
4537,telephone,may,tue,192,2
4538,telephone,may,tue,146,2
4539,telephone,may,tue,239,2
4540,telephone,may,tue,304,2
4541,telephone,may,tue,114,3
4542,telephone,may,tue,139,3
4543,telephone,may,tue,445,2
4544,telephone,may,tue,139,5
4545,telephone,may,tue,16,10
4546,telephone,may,tue,169,4
4547,telephone,may,tue,125,3
4548,telephone,may,tue,266,2
4549,telephone,may,tue,446,12
4550,telephone,may,tue,267,2
4551,telephone,may,tue,6,2
4552,telephone,may,tue,15,13
4553,telephone,may,tue,172,4
4554,telephone,may,tue,94,3
4555,telephone,may,tue,268,3
4556,telephone,may,tue,130,3
4557,telephone,may,tue,70,4
4558,telephone,may,tue,91,6
4559,telephone,may,tue,324,2
4560,telephone,may,tue,465,8
4561,telephone,may,tue,274,2
4562,telephone,may,tue,300,3
4563,telephone,may,tue,191,7
4564,telephone,may,tue,56,3
4565,telephone,may,tue,189,2
4566,telephone,may,tue,236,2
4567,telephone,may,tue,137,2
4568,telephone,may,tue,614,2
4569,telephone,may,tue,363,5
4570,telephone,may,tue,418,2
4571,telephone,may,tue,221,2
4572,telephone,may,tue,96,2
4573,telephone,may,tue,119,3
4574,telephone,may,tue,103,3
4575,telephone,may,tue,10,17
4576,telephone,may,tue,216,2
4577,telephone,may,tue,484,2
4578,telephone,may,tue,485,3
4579,telephone,may,tue,404,2
4580,telephone,may,tue,175,2
4581,telephone,may,tue,138,2
4582,telephone,may,tue,243,2
4583,telephone,may,tue,919,2
4584,telephone,may,tue,203,2
4585,telephone,may,tue,247,2
4586,telephone,may,tue,89,2
4587,telephone,may,tue,185,12
4588,telephone,may,tue,777,3
4589,telephone,may,tue,340,3
4590,telephone,may,tue,110,2
4591,telephone,may,tue,256,2
4592,telephone,may,tue,165,2
4593,telephone,may,tue,54,2
4594,telephone,may,tue,26,2
4595,telephone,may,tue,350,4
4596,telephone,may,tue,226,2
4597,telephone,may,tue,167,2
4598,telephone,may,tue,47,3
4599,telephone,may,tue,214,10
4600,telephone,may,tue,446,7
4601,telephone,may,tue,153,2
4602,telephone,may,tue,181,6
4603,telephone,may,tue,747,5
4604,telephone,may,tue,214,1
4605,telephone,may,tue,270,1
4606,telephone,may,tue,37,13
4607,telephone,may,tue,129,8
4608,telephone,may,tue,72,3
4609,telephone,may,tue,1392,2
4610,telephone,may,tue,441,9
4611,telephone,may,tue,725,1
4612,telephone,may,tue,213,3
4613,telephone,may,tue,177,10
4614,telephone,may,tue,273,4
4615,telephone,may,tue,98,2
4616,telephone,may,tue,480,4
4617,telephone,may,tue,152,1
4618,telephone,may,tue,204,2
4619,telephone,may,tue,117,1
4620,telephone,may,tue,246,3
4621,telephone,may,tue,352,5
4622,telephone,may,tue,190,1
4623,telephone,may,tue,719,1
4624,telephone,may,tue,277,1
4625,telephone,may,tue,315,1
4626,telephone,may,wed,289,1
4627,telephone,may,wed,225,1
4628,telephone,may,wed,408,1
4629,telephone,may,wed,74,1
4630,telephone,may,wed,24,1
4631,telephone,may,wed,369,1
4632,telephone,may,wed,167,1
4633,telephone,may,wed,64,3
4634,telephone,may,wed,151,1
4635,telephone,may,wed,801,1
4636,telephone,may,wed,336,1
4637,telephone,may,wed,59,1
4638,telephone,may,wed,93,1
4639,telephone,may,wed,181,1
4640,telephone,may,wed,86,6
4641,telephone,may,wed,317,1
4642,telephone,may,wed,120,1
4643,telephone,may,wed,388,1
4644,telephone,may,wed,174,1
4645,telephone,may,wed,72,1
4646,telephone,may,wed,126,1
4647,telephone,may,wed,339,1
4648,telephone,may,wed,171,5
4649,telephone,may,wed,162,1
4650,telephone,may,wed,18,28
4651,telephone,may,wed,129,1
4652,telephone,may,wed,938,1
4653,telephone,may,wed,173,1
4654,telephone,may,wed,222,1
4655,telephone,may,wed,692,1
4656,telephone,may,wed,262,2
4657,telephone,may,wed,78,1
4658,telephone,may,wed,134,5
4659,telephone,may,wed,323,1
4660,telephone,may,wed,43,1
4661,telephone,may,wed,245,1
4662,telephone,may,wed,482,1
4663,telephone,may,wed,207,2
4664,telephone,may,wed,56,1
4665,telephone,may,wed,85,2
4666,telephone,may,wed,201,1
4667,telephone,may,wed,353,1
4668,telephone,may,wed,554,3
4669,telephone,may,wed,432,1
4670,telephone,may,wed,27,2
4671,telephone,may,wed,361,1
4672,telephone,may,wed,565,1
4673,telephone,may,wed,162,1
4674,telephone,may,wed,139,1
4675,telephone,may,wed,287,3
4676,telephone,may,wed,147,1
4677,telephone,may,wed,905,1
4678,telephone,may,wed,118,1
4679,telephone,may,wed,91,1
4680,telephone,may,wed,111,5
4681,telephone,may,wed,162,1
4682,telephone,may,wed,236,1
4683,telephone,may,wed,73,1
4684,telephone,may,wed,123,1
4685,telephone,may,wed,298,2
4686,telephone,may,wed,86,1
4687,telephone,may,wed,420,1
4688,telephone,may,wed,139,2
4689,telephone,may,wed,164,1
4690,telephone,may,wed,508,1
4691,telephone,may,wed,139,1
4692,telephone,may,wed,192,1
4693,telephone,may,wed,226,1
4694,telephone,may,wed,783,2
4695,telephone,may,wed,264,2
4696,telephone,may,wed,166,1
4697,telephone,may,wed,27,1
4698,telephone,may,wed,353,1
4699,telephone,may,wed,85,1
4700,telephone,may,wed,1106,1
4701,telephone,may,wed,419,1
4702,telephone,may,wed,603,5
4703,telephone,may,wed,415,1
4704,telephone,may,wed,179,1
4705,telephone,may,wed,872,5
4706,telephone,may,wed,52,1
4707,telephone,may,wed,490,1
4708,telephone,may,wed,63,1
4709,telephone,may,wed,27,10
4710,telephone,may,wed,425,1
4711,telephone,may,wed,12,11
4712,telephone,may,wed,350,1
4713,telephone,may,wed,103,1
4714,telephone,may,wed,210,1
4715,telephone,may,wed,261,1
4716,telephone,may,wed,115,2
4717,telephone,may,wed,641,1
4718,telephone,may,wed,71,1
4719,telephone,may,wed,370,1
4720,telephone,may,wed,958,2
4721,telephone,may,wed,103,2
4722,telephone,may,wed,628,1
4723,telephone,may,wed,232,1
4724,telephone,may,wed,68,1
4725,telephone,may,wed,192,1
4726,telephone,may,wed,494,3
4727,telephone,may,wed,166,7
4728,telephone,may,wed,151,2
4729,telephone,may,wed,204,1
4730,telephone,may,wed,180,1
4731,telephone,may,wed,494,2
4732,telephone,may,wed,530,2
4733,telephone,may,wed,759,1
4734,telephone,may,wed,85,1
4735,telephone,may,wed,445,2
4736,telephone,may,wed,345,1
4737,telephone,may,wed,819,1
4738,telephone,may,wed,16,1
4739,telephone,may,wed,32,1
4740,telephone,may,wed,648,1
4741,telephone,may,wed,29,1
4742,telephone,may,wed,220,1
4743,telephone,may,wed,151,1
4744,telephone,may,wed,290,2
4745,telephone,may,wed,634,2
4746,telephone,may,wed,717,3
4747,telephone,may,wed,249,1
4748,telephone,may,wed,228,1
4749,telephone,may,wed,122,1
4750,telephone,may,wed,544,1
4751,telephone,may,wed,951,2
4752,telephone,may,wed,412,1
4753,telephone,may,wed,264,1
4754,telephone,may,wed,211,1
4755,telephone,may,wed,97,1
4756,telephone,may,wed,192,1
4757,telephone,may,wed,160,1
4758,telephone,may,wed,97,1
4759,telephone,may,wed,244,1
4760,telephone,may,wed,578,2
4761,telephone,may,wed,359,1
4762,telephone,may,wed,190,2
4763,telephone,may,wed,111,1
4764,telephone,may,wed,487,5
4765,telephone,may,wed,396,1
4766,telephone,may,wed,59,8
4767,telephone,may,wed,111,3
4768,telephone,may,wed,502,1
4769,telephone,may,wed,795,1
4770,telephone,may,wed,202,6
4771,telephone,may,wed,135,1
4772,telephone,may,wed,29,1
4773,telephone,may,wed,408,1
4774,telephone,may,wed,136,1
4775,telephone,may,wed,141,2
4776,telephone,may,wed,103,2
4777,telephone,may,wed,171,1
4778,telephone,may,wed,229,2
4779,telephone,may,wed,93,1
4780,telephone,may,wed,61,1
4781,telephone,may,wed,35,1
4782,telephone,may,wed,7,12
4783,telephone,may,wed,51,2
4784,telephone,may,wed,17,7
4785,telephone,may,wed,504,1
4786,telephone,may,wed,726,1
4787,telephone,may,wed,542,1
4788,telephone,may,wed,257,2
4789,telephone,may,wed,112,1
4790,telephone,may,wed,250,2
4791,telephone,may,wed,294,2
4792,telephone,may,wed,303,3
4793,telephone,may,wed,828,4
4794,telephone,may,wed,343,1
4795,telephone,may,wed,206,1
4796,telephone,may,wed,786,2
4797,telephone,may,wed,178,1
4798,telephone,may,wed,509,1
4799,telephone,may,wed,161,4
4800,telephone,may,wed,125,3
4801,telephone,may,wed,159,1
4802,telephone,may,wed,221,1
4803,telephone,may,wed,211,1
4804,telephone,may,wed,68,1
4805,telephone,may,wed,293,1
4806,telephone,may,wed,389,1
4807,telephone,may,wed,240,1
4808,telephone,may,wed,145,1
4809,telephone,may,wed,59,2
4810,telephone,may,wed,39,2
4811,telephone,may,wed,140,2
4812,telephone,may,wed,53,3
4813,telephone,may,wed,44,3
4814,telephone,may,wed,212,2
4815,telephone,may,wed,57,2
4816,telephone,may,wed,45,13
4817,telephone,may,wed,738,3
4818,telephone,may,wed,102,3
4819,telephone,may,wed,161,2
4820,telephone,may,wed,383,2
4821,telephone,may,wed,184,9
4822,telephone,may,wed,122,2
4823,telephone,may,wed,137,2
4824,telephone,may,wed,189,2
4825,telephone,may,wed,88,2
4826,telephone,may,wed,418,2
4827,telephone,may,wed,17,2
4828,telephone,may,wed,233,1
4829,telephone,may,wed,445,1
4830,telephone,may,wed,623,1
4831,telephone,may,wed,260,1
4832,telephone,may,wed,316,1
4833,telephone,may,wed,650,2
4834,telephone,may,wed,207,1
4835,telephone,may,wed,226,1
4836,telephone,may,wed,1307,1
4837,telephone,may,wed,104,1
4838,telephone,may,wed,143,1
4839,telephone,may,wed,187,5
4840,telephone,may,wed,748,1
4841,telephone,may,wed,486,2
4842,telephone,may,wed,492,1
4843,telephone,may,wed,485,1
4844,telephone,may,wed,197,2
4845,telephone,may,wed,304,1
4846,telephone,may,wed,51,2
4847,telephone,may,wed,836,12
4848,telephone,may,wed,394,2
4849,telephone,may,wed,125,1
4850,telephone,may,wed,315,1
4851,telephone,may,wed,506,2
4852,telephone,may,wed,288,1
4853,telephone,may,wed,354,5
4854,telephone,may,wed,154,4
4855,telephone,may,wed,184,2
4856,telephone,may,wed,563,2
4857,telephone,may,wed,450,1
4858,telephone,may,wed,34,3
4859,telephone,may,wed,371,1
4860,telephone,may,wed,518,1
4861,telephone,may,wed,111,4
4862,telephone,may,wed,176,4
4863,telephone,may,wed,196,1
4864,telephone,may,wed,85,1
4865,telephone,may,wed,91,2
4866,telephone,may,wed,172,2
4867,telephone,may,wed,252,2
4868,telephone,may,wed,265,1
4869,telephone,may,wed,899,1
4870,telephone,may,wed,588,2
4871,telephone,may,wed,393,1
4872,telephone,may,wed,857,1
4873,telephone,may,wed,205,2
4874,telephone,may,wed,164,2
4875,telephone,may,wed,178,1
4876,telephone,may,wed,127,1
4877,telephone,may,wed,38,12
4878,telephone,may,wed,127,2
4879,telephone,may,wed,660,1
4880,telephone,may,wed,1681,1
4881,telephone,may,wed,208,3
4882,telephone,may,wed,518,2
4883,telephone,may,wed,316,1
4884,telephone,may,wed,171,1
4885,telephone,may,wed,272,1
4886,telephone,may,wed,143,2
4887,telephone,may,wed,572,1
4888,telephone,may,wed,573,1
4889,telephone,may,wed,244,1
4890,telephone,may,wed,384,3
4891,telephone,may,wed,240,3
4892,telephone,may,wed,269,2
4893,telephone,may,wed,488,1
4894,telephone,may,wed,83,1
4895,telephone,may,wed,100,4
4896,telephone,may,wed,811,2
4897,telephone,may,wed,890,26
4898,telephone,may,wed,159,2
4899,telephone,may,wed,681,3
4900,telephone,may,wed,443,2
4901,telephone,may,wed,1162,2
4902,telephone,may,wed,1697,2
4903,telephone,may,wed,244,2
4904,telephone,may,wed,860,2
4905,telephone,may,wed,295,1
4906,telephone,may,wed,139,2
4907,telephone,may,wed,280,5
4908,telephone,may,wed,86,2
4909,telephone,may,wed,154,2
4910,telephone,may,wed,113,2
4911,telephone,may,wed,83,2
4912,telephone,may,wed,297,8
4913,telephone,may,wed,291,2
4914,telephone,may,wed,394,2
4915,telephone,may,wed,72,3
4916,telephone,may,wed,151,2
4917,telephone,may,wed,312,2
4918,telephone,may,wed,474,2
4919,telephone,may,wed,189,2
4920,telephone,may,wed,91,3
4921,telephone,may,wed,232,2
4922,telephone,may,wed,446,2
4923,telephone,may,wed,153,4
4924,telephone,may,wed,111,5
4925,telephone,may,wed,72,3
4926,telephone,may,wed,559,2
4927,telephone,may,wed,205,2
4928,telephone,may,wed,189,7
4929,telephone,may,wed,237,2
4930,telephone,may,wed,230,2
4931,telephone,may,wed,96,2
4932,telephone,may,wed,162,3
4933,telephone,may,wed,127,2
4934,telephone,may,wed,239,2
4935,telephone,may,wed,222,5
4936,telephone,may,wed,69,4
4937,telephone,may,wed,501,2
4938,telephone,may,wed,192,1
4939,telephone,may,wed,273,1
4940,telephone,may,wed,281,1
4941,telephone,may,wed,175,2
4942,telephone,may,wed,465,11
4943,telephone,may,wed,175,2
4944,telephone,may,wed,87,14
4945,telephone,may,wed,292,2
4946,telephone,may,wed,49,1
4947,telephone,may,wed,198,1
4948,telephone,may,wed,23,16
4949,telephone,may,wed,575,2
4950,telephone,may,wed,67,5
4951,telephone,may,wed,248,3
4952,telephone,may,wed,108,2
4953,telephone,may,wed,373,3
4954,telephone,may,wed,112,2
4955,telephone,may,wed,395,2
4956,telephone,may,wed,229,2
4957,telephone,may,wed,54,4
4958,telephone,may,wed,135,2
4959,telephone,may,wed,357,2
4960,telephone,may,wed,152,3
4961,telephone,may,wed,36,2
4962,telephone,may,wed,206,3
4963,telephone,may,wed,389,2
4964,telephone,may,wed,314,2
4965,telephone,may,wed,66,2
4966,telephone,may,wed,86,2
4967,telephone,may,wed,489,2
4968,telephone,may,wed,85,4
4969,telephone,may,wed,117,3
4970,telephone,may,wed,832,2
4971,telephone,may,wed,149,3
4972,telephone,may,wed,634,2
4973,telephone,may,wed,173,2
4974,telephone,may,wed,151,1
4975,telephone,may,wed,987,3
4976,telephone,may,wed,66,13
4977,telephone,may,wed,139,2
4978,telephone,may,wed,281,15
4979,telephone,may,wed,132,1
4980,telephone,may,wed,369,2
4981,telephone,may,wed,88,3
4982,telephone,may,wed,799,1
4983,telephone,may,wed,671,3
4984,telephone,may,wed,397,9
4985,telephone,may,wed,935,1
4986,telephone,may,wed,189,2
4987,telephone,may,wed,165,2
4988,telephone,may,wed,21,3
4989,telephone,may,wed,234,2
4990,telephone,may,wed,81,2
4991,telephone,may,wed,59,2
4992,telephone,may,wed,233,3
4993,telephone,may,wed,1161,4
4994,telephone,may,wed,265,2
4995,telephone,may,wed,173,3
4996,telephone,may,wed,178,3
4997,telephone,may,wed,203,2
